EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
6779,4558,Non-Travel,1124,Research & Development,1,3.0,Life Sciences,4.0,Female,97,3.0,1.0,Laboratory Technician,4.0,Single,1611,19305,1,No,15,3.0,3.0,80,0.0,0,5,4.0,0,0,0,0,0,19332
6780,4558,Non-Travel,1124,Research & Development,1,3.0,Life Sciences,4.0,Female,97,3.0,1.0,Laboratory Technician,4.0,Single,1611,19305,1,No,15,3.0,3.0,80,0.0,0,5,4.0,0,0,0,0,1,19332
6781,4558,Non-Travel,1124,Research & Development,1,3.0,Life Sciences,4.0,Female,97,3.0,1.0,Laboratory Technician,4.0,Single,1611,19305,1,No,15,3.0,3.0,80,0.0,0,5,4.0,0,0,0,0,0,19332
6782,38,Travel_Rarely,1035,Sales,3,4.0,Life Sciences,2.0,Male,42,3.0,2.0,Sales Executive,4.0,Single,6861,4981,8,Yes,12,3.0,3.0,80,0.0,19,1,3.0,1,0,0,0,1,82332
6783,55,Travel_Frequently,135,Research & Development,18,4.0,Medical,3.0,Male,62,3.0,2.0,Healthcare Representative,2.0,Married,6385,12992,3,Yes,14,3.0,4.0,80,2.0,1337,3,3.0,8,7,6,7,1,76620
6784,55,Travel_Frequently,135,Research & Development,18,4.0,Medical,3.0,Male,62,3.0,2.0,Healthcare Representative,2.0,Married,6385,12992,3,Yes,14,3.0,4.0,80,2.0,1337,3,3.0,8,7,6,7,1,76620
6785,55,Non-Travel,177,Research & Development,8,1.0,Medical,4.0,Male,37,2.0,4.0,Healthcare Representative,2.0,Divorced,13577,25592,1,Yes,15,3.0,4.0,80,1.0,34,3,3.0,33,9,15,0,1,162924
6786,55,Non-Travel,177,Research & Development,8,1.0,Medical,4.0,Male,37,2.0,4.0,Healthcare Representative,2.0,Divorced,13577,25592,1,Yes,15,3.0,4.0,80,1.0,34,3,3.0,33,9,15,0,1,162924
6787,30,Travel_Rarely,945,Sales,9,3.0,Medical,2.0,Male,89,3.0,1.0,Sales Representative,4.0,Single,1081,16019,1,No,13,3.0,3.0,80,0.0,1,3,2.0,1,0,0,0,0,12972
6788,30,Travel_Rarely,945,Sales,9,3.0,Medical,2.0,Male,89,3.0,1.0,Sales Representative,4.0,Single,1081,16019,1,No,13,3.0,3.0,80,0.0,1,3,2.0,1,0,0,0,0,12972
6789,30,Travel_Rarely,945,Sales,9,3.0,Medical,2.0,Male,89,3.0,1.0,Sales Representative,4.0,Single,1081,16019,1,No,13,3.0,3.0,80,0.0,1,3,2.0,1,0,0,0,0,12972
6790,44,Travel_Rarely,1097,Research & Development,10,4.0,Life Sciences,3.0,Male,96,3.0,1.0,Research Scientist,3.0,Single,2936,10826,1,Yes,11,3.0,3.0,80,0.0,6,4,3.0,6,4,0,2,1,35232
6791,51,Travel_Rarely,942,Research & Development,3,3.0,Technical Degree,1.0,Female,53,3.0,3.0,Manager,3.0,Married,13116,22984,2,No,11,3.0,4.0,80,0.0,15,2,3.0,2987,2,2,2,0,157392
6792,51,Travel_Rarely,942,Research & Development,3,3.0,Technical Degree,1.0,Female,53,3.0,3.0,Manager,3.0,Married,13116,22984,2,No,11,3.0,4.0,80,0.0,15,2,3.0,2987,2,2,2,0,157392
6793,51,Travel_Rarely,942,Research & Development,3,3.0,Technical Degree,1.0,Female,53,3.0,3.0,Manager,3.0,Married,13116,22984,2,No,11,3.0,4.0,80,0.0,15,2,3.0,2987,2,2,2,1,157392
6794,43,Travel_Rarely,1291,Research & Development,15,2.0,Life Sciences,3.0,Male,65,2.0,4.0,Research Director,3.0,Married,17603,3525,1,No,24,4.0,1.0,80,1.0,14,3,3.0,14,10,6,11,0,211236
6795,43,Travel_Rarely,1291,Research & Development,15,2.0,Life Sciences,3.0,Male,65,2.0,4.0,Research Director,3.0,Married,17603,3525,1,No,24,4.0,1.0,80,1.0,14,3,3.0,14,10,6,11,1,211236
6796,31,Travel_Rarely,471,Research & Development,4,3.0,Medical,1.0,Female,62,4.0,1.0,Laboratory Technician,3.0,Divorced,3978,16031,8,No,12,3.0,2.0,80,1.0,4,0,2.0,2,2,2,5198,1,47736
6797,31,Travel_Rarely,471,Research & Development,4,3.0,Medical,1.0,Female,62,4.0,1.0,Laboratory Technician,3.0,Divorced,3978,16031,8,No,12,3.0,2.0,80,1.0,4,0,2.0,2,2,2,5198,0,47736
6798,43,Travel_Frequently,394,Sales,26,2.0,Life Sciences,3.0,Male,92,3.0,4.0,Manager,4.0,Married,16959,19494,1,Yes,12,3.0,4.0,80,2.0,25,3,4.0,3190,12,4,12,1,203508
6799,43,Travel_Frequently,394,Sales,26,2.0,Life Sciences,3.0,Male,92,3.0,4.0,Manager,4.0,Married,16959,19494,1,Yes,12,3.0,4.0,80,2.0,25,3,4.0,3190,12,4,12,1,203508
6800,36,Travel_Rarely,559,Research & Development,12,4.0,Life Sciences,3.0,Female,76,3.0,2.0,Manufacturing Director,3.0,Married,4663,12421,9,Yes,12,3.0,2.0,80,2.0,7,2,3.0,3,2,4885,1,1,55956
6801,6506,Travel_Rarely,1017,Research & Development,25,3.0,Medical,1.0,Male,55,2.0,1.0,Research Scientist,2.0,Single,2313,2993,4,Yes,20,4.0,2.0,80,0.0,5,0,3.0,2,2,2,2,0,27756
6802,6506,Travel_Rarely,1017,Research & Development,25,3.0,Medical,1.0,Male,55,2.0,1.0,Research Scientist,2.0,Single,2313,2993,4,Yes,20,4.0,2.0,80,0.0,5,0,3.0,2,2,2,2,1,27756
6803,6506,Travel_Rarely,1017,Research & Development,25,3.0,Medical,1.0,Male,55,2.0,1.0,Research Scientist,2.0,Single,2313,2993,4,Yes,20,4.0,2.0,80,0.0,5,0,3.0,2,2,2,2,1,27756
6804,26,Travel_Rarely,1330,Research & Development,21,3.0,Medical,1.0,Male,37,3.0,1.0,Laboratory Technician,3.0,Divorced,2377,19373,1,No,20,4.0,3.0,80,1.0,1,0,2.0,1,1,0,0,1,28524
6805,36,Travel_Frequently,635,Research & Development,18,1.0,Medical,2.0,Female,73,3.0,1.0,Laboratory Technician,4.0,Single,2153,7703,1,No,13,3.0,1.0,80,0.0,8,2,3.0,8,1,1,7,0,25836
6806,36,Travel_Frequently,635,Research & Development,18,1.0,Medical,2.0,Female,73,3.0,1.0,Laboratory Technician,4.0,Single,2153,7703,1,No,13,3.0,1.0,80,0.0,8,2,3.0,8,1,1,7,1,25836
6807,35,Travel_Rarely,819,Research & Development,2,3.0,Life Sciences,3.0,Male,44,2.0,3.0,Manufacturing Director,2.0,Divorced,10274,19588,2,No,18,3.0,2.0,80,1.0,15,2,4.0,7,7,6,4,0,123288
6808,35,Travel_Rarely,819,Research & Development,2,3.0,Life Sciences,3.0,Male,44,2.0,3.0,Manufacturing Director,2.0,Divorced,10274,19588,2,No,18,3.0,2.0,80,1.0,15,2,4.0,7,7,6,4,1,123288
6809,20,Travel_Rarely,959,Research & Development,1,3.0,Life Sciences,4.0,Female,83,2.0,1.0,Research Scientist,2.0,Single,2836,11757,1,No,13,3.0,4.0,80,0.0,1,0,4.0,1,2647,0,0,1,34032
6810,20,Travel_Rarely,959,Research & Development,1,3.0,Life Sciences,4.0,Female,83,2.0,1.0,Research Scientist,2.0,Single,2836,11757,1,No,13,3.0,4.0,80,0.0,1,0,4.0,1,2647,0,0,0,34032
6811,20,Travel_Rarely,959,Research & Development,1,3.0,Life Sciences,4.0,Female,83,2.0,1.0,Research Scientist,2.0,Single,2836,11757,1,No,13,3.0,4.0,80,0.0,1,0,4.0,1,2647,0,0,0,34032
6812,48,Travel_Rarely,492,Sales,16,4.0,Life Sciences,3.0,Female,96,3.0,2.0,Sales Executive,3.0,Divorced,6439,13693,8,No,14,3.0,3.0,80,1.0,18,2,3.0,8,7,7,7,0,77268
6813,41,Travel_Rarely,465,Research & Development,14,3.0,Life Sciences,1.0,Male,56,3.0,1.0,Research Scientist,3.0,Divorced,2451,4609,4,No,12,3.0,1.0,80,1.0,13,2,3.0,9,8,3884,8,0,29412
6814,35,Travel_Rarely,528,Human Resources,8,4.0,Technical Degree,3.0,Male,100,3.0,1.0,Human Resources,3.0,Single,4323,7108,1,No,17,3.0,2.0,80,0.0,6,2,1.0,5,4,1,4,1,51876
6815,35,Travel_Rarely,528,Human Resources,8,4.0,Technical Degree,3.0,Male,100,3.0,1.0,Human Resources,3.0,Single,4323,7108,1,No,17,3.0,2.0,80,0.0,6,2,1.0,5,4,1,4,1,51876
6816,29,Travel_Frequently,461,Research & Development,1,3.0,Life Sciences,4.0,Male,70,4.0,2.0,Healthcare Representative,3.0,Single,6294,23060,8,Yes,12,3.0,4.0,80,0.0,10,5,4.0,3,2,0,9734,1,75528
6817,29,Travel_Frequently,461,Research & Development,1,3.0,Life Sciences,4.0,Male,70,4.0,2.0,Healthcare Representative,3.0,Single,6294,23060,8,Yes,12,3.0,4.0,80,0.0,10,5,4.0,3,2,0,9734,1,75528
6818,45,Travel_Rarely,374,Sales,20,3.0,Life Sciences,4.0,Female,50,3.0,2.0,Sales Executive,3.0,Single,4850,23333,8,No,15,3.0,3.0,80,0.0,9495,3,3.0,5,3,0,1,1,58200
6819,45,Travel_Rarely,374,Sales,20,3.0,Life Sciences,4.0,Female,50,3.0,2.0,Sales Executive,3.0,Single,4850,23333,8,No,15,3.0,3.0,80,0.0,9495,3,3.0,5,3,0,1,0,58200
6820,45,Travel_Rarely,374,Sales,20,3.0,Life Sciences,4.0,Female,50,3.0,2.0,Sales Executive,3.0,Single,4850,23333,8,No,15,3.0,3.0,80,0.0,9495,3,3.0,5,3,0,1,1,58200
6821,33,Travel_Rarely,117,Research & Development,9,3.0,Medical,1.0,Male,60,3.0,1.0,Research Scientist,4.0,Married,2781,6311,0,No,13,3.0,2.0,80,1.0,15,5,3.0,14,10,4,10,1,33372
6822,33,Travel_Rarely,117,Research & Development,9,3.0,Medical,1.0,Male,60,3.0,1.0,Research Scientist,4.0,Married,2781,6311,0,No,13,3.0,2.0,80,1.0,15,5,3.0,14,10,4,10,1,33372
6823,44,Travel_Rarely,1199,Research & Development,4,2.0,Life Sciences,3.0,Male,92,4.0,5.0,Manager,1.0,Divorced,19190,17477,1,No,14,3.0,4.0,80,2.0,26,4,2.0,25,9,14,13,0,230280
6824,44,Travel_Rarely,1199,Research & Development,4,2.0,Life Sciences,3.0,Male,92,4.0,5.0,Manager,1.0,Divorced,19190,17477,1,No,14,3.0,4.0,80,2.0,26,4,2.0,25,9,14,13,1,230280
6825,23,Travel_Rarely,1320,Research & Development,8,1.0,Medical,4.0,Male,93,2.0,1.0,Laboratory Technician,3.0,Single,3989,20586,1,Yes,11,3.0,1.0,80,0.0,5,2,3.0,3202,4,1,2,0,47868
6826,23,Travel_Rarely,1320,Research & Development,8,1.0,Medical,4.0,Male,93,2.0,1.0,Laboratory Technician,3.0,Single,3989,20586,1,Yes,11,3.0,1.0,80,0.0,5,2,3.0,3202,4,1,2,0,47868
6827,23,Travel_Rarely,1320,Research & Development,8,1.0,Medical,4.0,Male,93,2.0,1.0,Laboratory Technician,3.0,Single,3989,20586,1,Yes,11,3.0,1.0,80,0.0,5,2,3.0,3202,4,1,2,1,47868
6828,32,Travel_Rarely,1062,Research & Development,2,3.0,Medical,3.0,Female,75,3.0,1.0,Laboratory Technician,2.0,Married,2370,3956,1,No,13,3.0,3.0,80,1.0,8,4,3.0,8,2825,0,7,1,28440
6829,32,Travel_Rarely,1062,Research & Development,2,3.0,Medical,3.0,Female,75,3.0,1.0,Laboratory Technician,2.0,Married,2370,3956,1,No,13,3.0,3.0,80,1.0,8,4,3.0,8,2825,0,7,1,28440
6830,41,Travel_Frequently,1018,Sales,1,3.0,Marketing,3.0,Female,66,3.0,2.0,Sales Executive,1.0,Divorced,4103,4297,0,No,17,3.0,4.0,80,1.0,10,2,3.0,9,3,1,7,1,49236
6831,4591,Travel_Rarely,1490,Research & Development,11,4.0,Medical,4.0,Male,43,3.0,1.0,Laboratory Technician,3.0,Married,2660,20232,7,Yes,11,3.0,3.0,80,1.0,5,3,3.0,2,2,2,2,0,31920
6832,4591,Travel_Rarely,1490,Research & Development,11,4.0,Medical,4.0,Male,43,3.0,1.0,Laboratory Technician,3.0,Married,2660,20232,7,Yes,11,3.0,3.0,80,1.0,5,3,3.0,2,2,2,2,0,31920
6833,4591,Travel_Rarely,1490,Research & Development,11,4.0,Medical,4.0,Male,43,3.0,1.0,Laboratory Technician,3.0,Married,2660,20232,7,Yes,11,3.0,3.0,80,1.0,5,3,3.0,2,2,2,2,1,31920
6834,50,Non-Travel,881,Research & Development,2,4.0,Life Sciences,1.0,Male,98,3.0,4.0,Manager,1.0,Divorced,17924,4544,1,No,11,3.0,4.0,80,1.0,31,3,3.0,31,6,14,6480,1,215088
6835,50,Non-Travel,881,Research & Development,2,4.0,Life Sciences,1.0,Male,98,3.0,4.0,Manager,1.0,Divorced,17924,4544,1,No,11,3.0,4.0,80,1.0,31,3,3.0,31,6,14,6480,1,215088
6836,50,Non-Travel,881,Research & Development,2,4.0,Life Sciences,1.0,Male,98,3.0,4.0,Manager,1.0,Divorced,17924,4544,1,No,11,3.0,4.0,80,1.0,31,3,3.0,31,6,14,6480,1,215088
6837,46,Travel_Rarely,1319,Sales,3,3.0,Technical Degree,1.0,Female,45,4.0,4.0,Sales Executive,1.0,Divorced,13225,7739,2,No,12,3.0,4.0,80,1.0,25,5,3.0,19,9551,2,8,1,158700
6838,46,Travel_Rarely,1319,Sales,3,3.0,Technical Degree,1.0,Female,45,4.0,4.0,Sales Executive,1.0,Divorced,13225,7739,2,No,12,3.0,4.0,80,1.0,25,5,3.0,19,9551,2,8,1,158700
6839,31,Travel_Frequently,667,Sales,1,4.0,Life Sciences,2.0,Female,50,1.0,1.0,Sales Representative,3.0,Single,1359,16154,1,No,12,3.0,2.0,80,0.0,1,3,3.0,1,0,0,0,1,16308
6840,50,Travel_Rarely,813,Research & Development,17,5.0,Life Sciences,4.0,Female,50,2.0,3.0,Research Director,1.0,Divorced,13269,21981,5,No,15,3.0,3.0,80,3.0,19,3,3.0,14,11,5431,11,1,159228
6841,26,Travel_Rarely,683,Research & Development,2,1.0,Medical,1.0,Male,36,2.0,1.0,Research Scientist,4.0,Single,3904,4050,0,No,12,3.0,4.0,80,0.0,5,2,3.0,4,3,1,1,0,46848
6842,26,Travel_Rarely,683,Research & Development,2,1.0,Medical,1.0,Male,36,2.0,1.0,Research Scientist,4.0,Single,3904,4050,0,No,12,3.0,4.0,80,0.0,5,2,3.0,4,3,1,1,1,46848
6843,31,Travel_Rarely,670,Research & Development,458858,1.0,Life Sciences,1.0,Male,31,3.0,1.0,Research Scientist,3.0,Divorced,2911,15170,1,No,17,3.0,4.0,80,1.0,5,1,2.0,5,2,4,3,1,34932
6844,31,Travel_Rarely,670,Research & Development,458858,1.0,Life Sciences,1.0,Male,31,3.0,1.0,Research Scientist,3.0,Divorced,2911,15170,1,No,17,3.0,4.0,80,1.0,5,1,2.0,5,2,4,3,1,34932
6845,49,Travel_Rarely,527,Research & Development,8,2.0,Other,1.0,Female,51,3.0,3.0,Laboratory Technician,2.0,Married,7403,22477,4,No,11,3.0,3.0,80,1.0,29,3,2.0,26,9,1,7,1,88836
6846,49,Travel_Rarely,527,Research & Development,8,2.0,Other,1.0,Female,51,3.0,3.0,Laboratory Technician,2.0,Married,7403,22477,4,No,11,3.0,3.0,80,1.0,29,3,2.0,26,9,1,7,0,88836
6847,49,Travel_Rarely,527,Research & Development,8,2.0,Other,1.0,Female,51,3.0,3.0,Laboratory Technician,2.0,Married,7403,22477,4,No,11,3.0,3.0,80,1.0,29,3,2.0,26,9,1,7,1,88836
6848,29,Travel_Rarely,726,Research & Development,29,1.0,Life Sciences,4.0,Male,93,1.0,2.0,Healthcare Representative,3.0,Divorced,6384,21143,8,No,17,3.0,4.0,80,2.0,2091,3,3.0,7,0,1,6,1,76608
6849,26,Travel_Frequently,342,Research & Development,2,3.0,Life Sciences,1.0,Male,57,3.0,1.0,Research Scientist,1.0,Married,2042,15346,6,Yes,14,3.0,2.0,80,1.0,6,2,3.0,3,2,1,2,0,24504
6850,26,Travel_Frequently,342,Research & Development,2,3.0,Life Sciences,1.0,Male,57,3.0,1.0,Research Scientist,1.0,Married,2042,15346,6,Yes,14,3.0,2.0,80,1.0,6,2,3.0,3,2,1,2,1,24504
6851,26,Travel_Frequently,342,Research & Development,2,3.0,Life Sciences,1.0,Male,57,3.0,1.0,Research Scientist,1.0,Married,2042,15346,6,Yes,14,3.0,2.0,80,1.0,6,2,3.0,3,2,1,2,1,24504
6852,37,Travel_Rarely,799,Research & Development,1,3.0,Technical Degree,2.0,Female,59,3.0,3.0,Manufacturing Director,4.0,Single,7491,23848,4,No,17,3.0,4.0,80,0.0,12,3,4.0,6,5,1,1982,1,89892
6853,37,Travel_Rarely,799,Research & Development,1,3.0,Technical Degree,2.0,Female,59,3.0,3.0,Manufacturing Director,4.0,Single,7491,23848,4,No,17,3.0,4.0,80,0.0,12,3,4.0,6,5,1,1982,1,89892
6854,7662,Travel_Rarely,498,Research & Development,3,4.0,Medical,3.0,Female,93,3.0,2.0,Manufacturing Director,1.0,Married,6725,13554,1,No,12,3.0,3.0,80,1.0,8,2,4.0,8,7,6,3,1,80700
6855,47,Non-Travel,543,Sales,2,4.0,Marketing,3.0,Male,87,3.0,2.0,Sales Executive,2.0,Married,4978,3536,7,No,11,3.0,4.0,80,1.0,4,3,1.0,1,0,3089,0,1,59736
6856,47,Non-Travel,543,Sales,2,4.0,Marketing,3.0,Male,87,3.0,2.0,Sales Executive,2.0,Married,4978,3536,7,No,11,3.0,4.0,80,1.0,4,3,1.0,1,0,3089,0,1,59736
6857,47,Non-Travel,543,Sales,2,4.0,Marketing,3.0,Male,87,3.0,2.0,Sales Executive,2.0,Married,4978,3536,7,No,11,3.0,4.0,80,1.0,4,3,1.0,1,0,3089,0,1,59736
6858,35,Non-Travel,727,Research & Development,298194,3.0,Life Sciences,3.0,Male,41,2.0,1.0,Laboratory Technician,3.0,Married,1281,16900,1,No,18,3.0,3.0,80,2.0,1,3,3.0,1,0,0,0,1,15372
6859,22,Travel_Rarely,1230,Research & Development,1,2.0,Life Sciences,4.0,Male,33,2.0,2.0,Manufacturing Director,4.0,Married,4775,19146,6,No,22,4.0,1.0,80,2.0,4,2,1.0,2,2,8515,2,1,57300
6860,22,Travel_Rarely,1230,Research & Development,1,2.0,Life Sciences,4.0,Male,33,2.0,2.0,Manufacturing Director,4.0,Married,4775,19146,6,No,22,4.0,1.0,80,2.0,4,2,1.0,2,2,8515,2,1,57300
6861,34,Travel_Rarely,1480,Sales,4,3.0,Life Sciences,3.0,Male,64,3.0,3.0,Sales Executive,4.0,Married,9713,24444,2,Yes,13,3.0,4.0,80,3.0,9,3,3.0,1295,3,1,0,1,116556
6862,34,Travel_Rarely,1480,Sales,4,3.0,Life Sciences,3.0,Male,64,3.0,3.0,Sales Executive,4.0,Married,9713,24444,2,Yes,13,3.0,4.0,80,3.0,9,3,3.0,1295,3,1,0,1,116556
6863,35,Travel_Frequently,1199,Research & Development,18,4.0,Life Sciences,3.0,Male,80,3.0,2.0,Healthcare Representative,3.0,Married,5689,24594,1,Yes,14,3.0,4.0,80,2.0,10,2,4.0,10,2,0,2,0,68268
6864,35,Travel_Frequently,1199,Research & Development,18,4.0,Life Sciences,3.0,Male,80,3.0,2.0,Healthcare Representative,3.0,Married,5689,24594,1,Yes,14,3.0,4.0,80,2.0,10,2,4.0,10,2,0,2,0,68268
6865,35,Travel_Frequently,1199,Research & Development,18,4.0,Life Sciences,3.0,Male,80,3.0,2.0,Healthcare Representative,3.0,Married,5689,24594,1,Yes,14,3.0,4.0,80,2.0,10,2,4.0,10,2,0,2,1,68268
6866,31,Travel_Frequently,307,Research & Development,29,2.0,Medical,3.0,Male,71,2.0,1.0,Laboratory Technician,2.0,Single,3479,11652,0,No,11,3.0,2.0,80,0.0,6,2,4.0,5,4,1,4,0,41748
6867,31,Travel_Frequently,307,Research & Development,29,2.0,Medical,3.0,Male,71,2.0,1.0,Laboratory Technician,2.0,Single,3479,11652,0,No,11,3.0,2.0,80,0.0,6,2,4.0,5,4,1,4,1,41748
6868,31,Travel_Frequently,307,Research & Development,29,2.0,Medical,3.0,Male,71,2.0,1.0,Laboratory Technician,2.0,Single,3479,11652,0,No,11,3.0,2.0,80,0.0,6,2,4.0,5,4,1,4,0,41748
6869,28,Travel_Frequently,791,Research & Development,1,4.0,Medical,4.0,Male,44,3.0,1.0,Laboratory Technician,3.0,Single,2154,6842,0,Yes,11,3.0,3.0,80,0.0,5,2,2.0,4,7664,0,2,1,25848
6870,28,Travel_Frequently,791,Research & Development,1,4.0,Medical,4.0,Male,44,3.0,1.0,Laboratory Technician,3.0,Single,2154,6842,0,Yes,11,3.0,3.0,80,0.0,5,2,2.0,4,7664,0,2,1,25848
6871,33,Travel_Frequently,1141,Sales,993161,3.0,Life Sciences,3.0,Female,42,4.0,2.0,Sales Executive,1.0,Married,5376,3193,2,No,19,3.0,1.0,80,2.0,10,3,3.0,5,3,1,3,1,64512
6872,33,Travel_Frequently,1141,Sales,993161,3.0,Life Sciences,3.0,Female,42,4.0,2.0,Sales Executive,1.0,Married,5376,3193,2,No,19,3.0,1.0,80,2.0,10,3,3.0,5,3,1,3,0,64512
6873,33,Travel_Frequently,1141,Sales,993161,3.0,Life Sciences,3.0,Female,42,4.0,2.0,Sales Executive,1.0,Married,5376,3193,2,No,19,3.0,1.0,80,2.0,10,3,3.0,5,3,1,3,0,64512
6874,6510,Travel_Rarely,866,Sales,5,3.0,Medical,4.0,Male,84,3.0,2.0,Sales Executive,1.0,Single,8463,23490,0,No,18,3.0,4.0,80,0.0,6,4,3.0,5,4,1,3,0,101556
6875,18,Travel_Rarely,230,Research & Development,3,3.0,Life Sciences,3.0,Male,54,3.0,1.0,Laboratory Technician,3.0,Single,1420,25233,1,No,13,3.0,3.0,80,0.0,8052,2,3.0,0,0,0,0,1,17040
6876,18,Travel_Rarely,230,Research & Development,3,3.0,Life Sciences,3.0,Male,54,3.0,1.0,Laboratory Technician,3.0,Single,1420,25233,1,No,13,3.0,3.0,80,0.0,8052,2,3.0,0,0,0,0,0,17040
6877,34,Travel_Rarely,1031,Research & Development,6,4.0,Life Sciences,3.0,Female,45,2.0,2.0,Research Scientist,2.0,Divorced,4505,15000,6,No,15,3.0,3.0,80,1.0,12,3,3.0,1,0,5266,0,0,54060
6878,32,Non-Travel,1200,Research & Development,1,4.0,Technical Degree,4.0,Male,62,3.0,2.0,Research Scientist,1.0,Married,4087,25174,4,No,14,3.0,2.0,80,1.0,9,3,2.0,6,5,1,2,1,49044
6879,32,Non-Travel,1200,Research & Development,1,4.0,Technical Degree,4.0,Male,62,3.0,2.0,Research Scientist,1.0,Married,4087,25174,4,No,14,3.0,2.0,80,1.0,9,3,2.0,6,5,1,2,1,49044
6880,26,Travel_Rarely,157,Research & Development,1,3.0,Medical,3.0,Male,95,3.0,1.0,Laboratory Technician,1.0,Single,2867,20006,0,No,13,3.0,4.0,80,0.0,8,6,2.0,7,7,7,6,1,34404
6881,26,Travel_Rarely,157,Research & Development,1,3.0,Medical,3.0,Male,95,3.0,1.0,Laboratory Technician,1.0,Single,2867,20006,0,No,13,3.0,4.0,80,0.0,8,6,2.0,7,7,7,6,1,34404
6882,31,Travel_Frequently,561,Research & Development,3,3.0,Life Sciences,4.0,Female,33,3.0,1.0,Research Scientist,3.0,Single,4084,4156,1,No,12,3.0,1.0,80,0.0,7,2,1.0,7,6169,7,7,1,49008
6883,31,Travel_Frequently,561,Research & Development,3,3.0,Life Sciences,4.0,Female,33,3.0,1.0,Research Scientist,3.0,Single,4084,4156,1,No,12,3.0,1.0,80,0.0,7,2,1.0,7,6169,7,7,1,49008
6884,4985,Travel_Rarely,1239,Human Resources,8,2.0,Other,3.0,Male,89,3.0,2.0,Human Resources,2.0,Divorced,4071,12832,2,No,13,3.0,3.0,80,0.0,19,4,2.0,10,0,4,7,1,48852
6885,4985,Travel_Rarely,1239,Human Resources,8,2.0,Other,3.0,Male,89,3.0,2.0,Human Resources,2.0,Divorced,4071,12832,2,No,13,3.0,3.0,80,0.0,19,4,2.0,10,0,4,7,1,48852
6886,4985,Travel_Rarely,1239,Human Resources,8,2.0,Other,3.0,Male,89,3.0,2.0,Human Resources,2.0,Divorced,4071,12832,2,No,13,3.0,3.0,80,0.0,19,4,2.0,10,0,4,7,0,48852
6887,32,Travel_Rarely,801,Sales,1,4.0,Marketing,3.0,Female,48,3.0,3.0,Sales Executive,4.0,Married,10422,24032,1,No,19,3.0,3.0,80,2.0,14,3,3.0,14,10,5,7,1,125064
6888,9581,Travel_Rarely,1365,Sales,13,4.0,Medical,2.0,Male,46,3.0,2.0,Sales Executive,1.0,Divorced,4233,11512,2,No,17,3.0,3.0,80,0.0,9,2,1.0,3,1,1,2,0,50796
6889,9581,Travel_Rarely,1365,Sales,13,4.0,Medical,2.0,Male,46,3.0,2.0,Sales Executive,1.0,Divorced,4233,11512,2,No,17,3.0,3.0,80,0.0,9,2,1.0,3,1,1,2,1,50796
6890,9581,Travel_Rarely,1365,Sales,13,4.0,Medical,2.0,Male,46,3.0,2.0,Sales Executive,1.0,Divorced,4233,11512,2,No,17,3.0,3.0,80,0.0,9,2,1.0,3,1,1,2,0,50796
6891,32,Non-Travel,1184,Research & Development,1,3.0,Life Sciences,3.0,Female,70,2.0,1.0,Laboratory Technician,2.0,Married,2332,3974,6,No,20,4.0,3.0,80,0.0,5,3,3.0,3,0,0,2,1,27984
6892,41,Travel_Rarely,167,Research & Development,12,4.0,Life Sciences,2.0,Male,46,3.0,1.0,Laboratory Technician,4.0,Married,4766,9051,3,Yes,11,3.0,1.0,80,1.0,6,4,3.0,1,0,6440,0,1,57192
6893,45,Travel_Rarely,176,Human Resources,4,3.0,Life Sciences,3.0,Female,56,1.0,3.0,Human Resources,3.0,Married,9756,6595,4,No,21,4.0,3.0,80,2.0,9,2,4.0,5,0,0,3,1,117072
6894,45,Travel_Rarely,176,Human Resources,4,3.0,Life Sciences,3.0,Female,56,1.0,3.0,Human Resources,3.0,Married,9756,6595,4,No,21,4.0,3.0,80,2.0,9,2,4.0,5,0,0,3,1,117072
6895,30,Travel_Rarely,125,Research & Development,686501,2.0,Medical,4.0,Male,83,2.0,1.0,Laboratory Technician,3.0,Single,2206,16117,1,No,13,3.0,1.0,80,0.0,10,5,3.0,10,0,1,8,1,26472
6896,30,Travel_Rarely,125,Research & Development,686501,2.0,Medical,4.0,Male,83,2.0,1.0,Laboratory Technician,3.0,Single,2206,16117,1,No,13,3.0,1.0,80,0.0,10,5,3.0,10,0,1,8,0,26472
6897,30,Travel_Rarely,125,Research & Development,686501,2.0,Medical,4.0,Male,83,2.0,1.0,Laboratory Technician,3.0,Single,2206,16117,1,No,13,3.0,1.0,80,0.0,10,5,3.0,10,0,1,8,1,26472
6898,24,Travel_Rarely,1206,Research & Development,17,1.0,Medical,4.0,Female,41,2.0,2.0,Manufacturing Director,3.0,Divorced,4377,24117,1,No,15,3.0,2.0,80,2.0,5,6,3.0,5368,2,3,2,1,52524
